op  addr completion
1 140735502426304 1 1152
1 140735502426312 1 1153
1 140735502426192 1 1154
0 140735502426064 0 1155
0 140735502426072 0 1156
0 140735502426080 0 1157
0 140735502426088 0 1158
0 140735502426096 0 1159
0 140735502426104 0 1160
0 140735502426112 0 1161
0 140735502426120 0 1162
0 140735502426128 0 1163
0 140735502426136 0 1164
0 140735502426144 0 1165
0 140735502426152 0 1166
0 140735502426160 0 1167
0 140735502426168 0 1168
0 140735502426176 0 1169
0 140735502426064 2 1170
0 140735502426072 2 1171
0 140735502426080 2 1172
0 140735502426088 2 1173
0 140735502426096 2 1174
0 140735502426104 2 1175
0 140735502426112 2 1176
0 140735502426120 2 1177
0 140735502426128 2 1178
0 140735502426136 2 1179
0 140735502426144 2 1180
0 140735502426152 2 1181
0 140735502426160 2 1182
0 140735502426168 2 1183
0 140735502426176 2 1184
1 140735502426208 2 1185
1 140735502426216 2 1186
1 140735502426224 2 1187
1 140735502426232 2 1188
1 140735502426240 2 1189
1 140735502426248 2 1190
1 140735502426256 2 1191
1 140735502426264 2 1192
1 140735502426272 2 1193
1 140735502426280 2 1194
1 140735502426288 2 1195
1 140735502426296 2 1196
1 140735502426304 2 1197
1 140735502426312 2 1198
1 140735502426192 2 1199
1 140735502426224 1 1200
1 140735502426232 1 1201
1 140735502426240 1 1202
1 140735502426248 1 1203
1 140735502426256 1 1204
1 140735502426264 1 1205
1 140735502426272 1 1206
1 140735502426280 1 1207
1 140735502426288 1 1208
1 140735502426296 1 1209
1 140735502426304 1 1210
1 140735502426312 1 1211
1 140735502426192 1 1212
1 140735502426200 1 1213
1 140735502426208 1 1214
0 140735502426064 0 1215
0 140735502426072 0 1216
0 140735502426080 0 1217
0 140735502426088 0 1218
0 140735502426096 0 1219
0 140735502426104 0 1220
0 140735502426112 0 1221
0 140735502426120 0 1222
0 140735502426128 0 1223
0 140735502426136 0 1224
0 140735502426144 0 1225
0 140735502426152 0 1226
0 140735502426160 0 1227
0 140735502426168 0 1228
0 140735502426176 0 1229
0 140735502426064 2 1230
0 140735502426072 2 1231
0 140735502426080 2 1232
0 140735502426088 2 1233
0 140735502426096 2 1234
0 140735502426104 2 1235
0 140735502426112 2 1236
0 140735502426120 2 1237
0 140735502426128 2 1238
0 140735502426136 2 1239
0 140735502426144 2 1240
0 140735502426152 2 1241
0 140735502426160 2 1242
0 140735502426168 2 1243
0 140735502426176 2 1244
1 140735502426224 2 1245
1 140735502426232 2 1246
1 140735502426240 2 1247
1 140735502426248 2 1248
1 140735502426256 2 1249
1 140735502426264 2 1250
1 140735502426272 2 1251
1 140735502426280 2 1252
1 140735502426288 2 1253
1 140735502426296 2 1254
1 140735502426304 2 1255
1 140735502426312 2 1256
1 140735502426192 2 1257
1 140735502426200 2 1258
1 140735502426208 2 1259
1 140735502426224 1 1260
1 140735502426232 1 1261
1 140735502426240 1 1262
1 140735502426248 1 1263
1 140735502426256 1 1264
1 140735502426264 1 1265
1 140735502426272 1 1266
1 140735502426280 1 1267
1 140735502426288 1 1268
1 140735502426296 1 1269
1 140735502426304 1 1270
1 140735502426312 1 1271
1 140735502426192 1 1272
1 140735502426200 1 1273
1 140735502426208 1 1274
0 140735502426064 0 1275
0 140735502426072 0 1276
0 140735502426080 0 1277
0 140735502426088 0 1278
0 140735502426096 0 1279
0 140735502426104 0 1280
0 140735502426112 0 1281
0 140735502426120 0 1282
0 140735502426128 0 1283
0 140735502426136 0 1284
0 140735502426144 0 1285
0 140735502426152 0 1286
0 140735502426160 0 1287
0 140735502426168 0 1288
0 140735502426176 0 1289
0 140735502426064 2 1290
0 140735502426072 2 1291
0 140735502426080 2 1292
0 140735502426088 2 1293
0 140735502426096 2 1294
0 140735502426104 2 1295
0 140735502426112 2 1296
0 140735502426120 2 1297
0 140735502426128 2 1298
0 140735502426136 2 1299
0 140735502426144 2 1300
0 140735502426152 2 1301
0 140735502426160 2 1302
0 140735502426168 2 1303
0 140735502426176 2 1304
1 140735502426224 2 1305
1 140735502426232 2 1306
1 140735502426240 2 1307
1 140735502426248 2 1308
1 140735502426256 2 1309
1 140735502426264 2 1310
1 140735502426272 2 1311
1 140735502426280 2 1312
1 140735502426288 2 1313
1 140735502426296 2 1314
1 140735502426304 2 1315
1 140735502426312 2 1316
1 140735502426192 2 1317
1 140735502426200 2 1318
1 140735502426208 2 1319
1 140735502426224 1 1320
1 140735502426232 1 1321
1 140735502426240 1 1322
1 140735502426248 1 1323
1 140735502426256 1 1324
1 140735502426264 1 1325
1 140735502426272 1 1326
1 140735502426280 1 1327
1 140735502426288 1 1328
1 140735502426296 1 1329
1 140735502426304 1 1330
1 140735502426312 1 1331
1 140735502426192 1 1332
1 140735502426200 1 1333
1 140735502426208 1 1334
0 140735502426064 0 1335
0 140735502426072 0 1336
0 140735502426080 0 1337
0 140735502426088 0 1338
0 140735502426096 0 1339
0 140735502426104 0 1340
0 140735502426112 0 1341
0 140735502426120 0 1342
0 140735502426128 0 1343
0 140735502426136 0 1344
0 140735502426144 0 1345
0 140735502426152 0 1346
0 140735502426160 0 1347
0 140735502426168 0 1348
0 140735502426176 0 1349
0 140735502426064 2 1350
0 140735502426072 2 1351
0 140735502426080 2 1352
0 140735502426088 2 1353
0 140735502426096 2 1354
0 140735502426104 2 1355
0 140735502426112 2 1356
0 140735502426120 2 1357
0 140735502426128 2 1358
0 140735502426136 2 1359
0 140735502426144 2 1360
0 140735502426152 2 1361
0 140735502426160 2 1362
0 140735502426168 2 1363
0 140735502426176 2 1364
1 140735502426224 2 1365
1 140735502426232 2 1366
1 140735502426240 2 1367
1 140735502426248 2 1368
1 140735502426256 2 1369
1 140735502426264 2 1370
1 140735502426272 2 1371
1 140735502426280 2 1372
1 140735502426288 2 1373
1 140735502426296 2 1374
1 140735502426304 2 1375
1 140735502426312 2 1376
1 140735502426192 2 1377
1 140735502426200 2 1378
1 140735502426208 2 1379
1 140735502426224 1 1380
1 140735502426232 1 1381
1 140735502426240 1 1382
1 140735502426248 1 1383
1 140735502426256 1 1384
1 140735502426264 1 1385
1 140735502426272 1 1386
1 140735502426280 1 1387
1 140735502426288 1 1388
1 140735502426296 1 1389
1 140735502426304 1 1390
1 140735502426312 1 1391
1 140735502426192 1 1392
1 140735502426200 1 1393
1 140735502426208 1 1394
0 140735502426064 0 1395
0 140735502426072 0 1396
0 140735502426080 0 1397
0 140735502426088 0 1398
0 140735502426096 0 1399
0 140735502426104 0 1400
0 140735502426112 0 1401
0 140735502426120 0 1402
0 140735502426128 0 1403
0 140735502426136 0 1404
0 140735502426144 0 1405
0 140735502426152 0 1406
0 140735502426160 0 1407
0 140735502426168 0 1408
0 140735502426176 0 1409
0 140735502426064 2 1410
0 140735502426072 2 1411
0 140735502426080 2 1412
0 140735502426088 2 1413
0 140735502426096 2 1414
0 140735502426104 2 1415
0 140735502426112 2 1416
0 140735502426120 2 1417
0 140735502426128 2 1418
0 140735502426136 2 1419
0 140735502426144 2 1420
0 140735502426152 2 1421
0 140735502426160 2 1422
0 140735502426168 2 1423
0 140735502426176 2 1424
1 140735502426224 2 1425
1 140735502426232 2 1426
1 140735502426240 2 1427
1 140735502426248 2 1428
1 140735502426256 2 1429
1 140735502426264 2 1430
1 140735502426272 2 1431
1 140735502426280 2 1432
1 140735502426288 2 1433
1 140735502426296 2 1434
1 140735502426304 2 1435
1 140735502426312 2 1436
1 140735502426192 2 1437
1 140735502426200 2 1438
1 140735502426208 2 1439
1 140735502426224 1 1440
1 140735502426232 1 1441
1 140735502426240 1 1442
1 140735502426248 1 1443
1 140735502426256 1 1444
1 140735502426264 1 1445
1 140735502426272 1 1446
1 140735502426280 1 1447
1 140735502426288 1 1448
1 140735502426296 1 1449
1 140735502426304 1 1450
1 140735502426312 1 1451
1 140735502426192 1 1452
1 140735502426200 1 1453
1 140735502426208 1 1454
0 140735502426064 0 1455
0 140735502426072 0 1456
0 140735502426080 0 1457
0 140735502426088 0 1458
0 140735502426096 0 1459
0 140735502426104 0 1460
0 140735502426112 0 1461
0 140735502426120 0 1462
0 140735502426128 0 1463
0 140735502426136 0 1464
0 140735502426144 0 1465
0 140735502426152 0 1466
0 140735502426160 0 1467
0 140735502426168 0 1468
0 140735502426176 0 1469
0 140735502426064 2 1470
0 140735502426072 2 1471
0 140735502426080 2 1472
0 140735502426088 2 1473
0 140735502426096 2 1474
0 140735502426104 2 1475
0 140735502426112 2 1476
0 140735502426120 2 1477
0 140735502426128 2 1478
0 140735502426136 2 1479
0 140735502426144 2 1480
0 140735502426152 2 1481
0 140735502426160 2 1482
0 140735502426168 2 1483
0 140735502426176 2 1484
1 140735502426224 2 1485
1 140735502426232 2 1486
1 140735502426240 2 1487
1 140735502426248 2 1488
1 140735502426256 2 1489
1 140735502426264 2 1490
1 140735502426272 2 1491
1 140735502426280 2 1492
1 140735502426288 2 1493
1 140735502426296 2 1494
1 140735502426304 2 1495
1 140735502426312 2 1496
1 140735502426192 2 1497
1 140735502426200 2 1498
1 140735502426208 2 1499
1 140735502426224 1 1500
1 140735502426232 1 1501
1 140735502426240 1 1502
1 140735502426248 1 1503
1 140735502426256 1 1504
1 140735502426264 1 1505
1 140735502426272 1 1506
1 140735502426280 1 1507
1 140735502426288 1 1508
1 140735502426296 1 1509
1 140735502426304 1 1510
1 140735502426312 1 1511
1 140735502426192 1 1512
1 140735502426200 1 1513
1 140735502426208 1 1514
0 140735502426064 0 1515
0 140735502426072 0 1516
0 140735502426080 0 1517
0 140735502426088 0 1518
0 140735502426096 0 1519
0 140735502426104 0 1520
0 140735502426112 0 1521
0 140735502426120 0 1522
0 140735502426128 0 1523
0 140735502426136 0 1524
0 140735502426144 0 1525
0 140735502426152 0 1526
0 140735502426160 0 1527
0 140735502426168 0 1528
0 140735502426176 0 1529
0 140735502426064 2 1530
0 140735502426072 2 1531
0 140735502426080 2 1532
0 140735502426088 2 1533
0 140735502426096 2 1534
0 140735502426104 2 1535
0 140735502426112 2 1536
0 140735502426120 2 1537
0 140735502426128 2 1538
0 140735502426136 2 1539
0 140735502426144 2 1540
0 140735502426152 2 1541
0 140735502426160 2 1542
0 140735502426168 2 1543
0 140735502426176 2 1544
1 140735502426224 2 1545
1 140735502426232 2 1546
1 140735502426240 2 1547
1 140735502426248 2 1548
1 140735502426256 2 1549
1 140735502426264 2 1550
1 140735502426272 2 1551
1 140735502426280 2 1552
1 140735502426288 2 1553
1 140735502426296 2 1554
1 140735502426304 2 1555
1 140735502426312 2 1556
1 140735502426192 2 1557
1 140735502426200 2 1558
1 140735502426208 2 1559
1 140735502426224 1 1560
1 140735502426232 1 1561
1 140735502426240 1 1562
1 140735502426248 1 1563
1 140735502426256 1 1564
1 140735502426264 1 1565
1 140735502426272 1 1566
1 140735502426280 1 1567
1 140735502426288 1 1568
1 140735502426296 1 1569
1 140735502426304 1 1570
1 140735502426312 1 1571
1 140735502426192 1 1572
1 140735502426200 1 1573
1 140735502426208 1 1574
0 140735502426064 0 1575
0 140735502426072 0 1576
0 140735502426080 0 1577
0 140735502426088 0 1578
0 140735502426096 0 1579
0 140735502426104 0 1580
0 140735502426112 0 1581
0 140735502426120 0 1582
0 140735502426128 0 1583
0 140735502426136 0 1584
0 140735502426144 0 1585
0 140735502426152 0 1586
0 140735502426160 0 1587
0 140735502426168 0 1588
0 140735502426176 0 1589
0 140735502426064 2 1590
0 140735502426072 2 1591
0 140735502426080 2 1592
0 140735502426088 2 1593
0 140735502426096 2 1594
0 140735502426104 2 1595
0 140735502426112 2 1596
0 140735502426120 2 1597
0 140735502426128 2 1598
0 140735502426136 2 1599
0 140735502426144 2 1600
0 140735502426152 2 1601
0 140735502426160 2 1602
0 140735502426168 2 1603
0 140735502426176 2 1604
1 140735502426224 2 1605
1 140735502426232 2 1606
1 140735502426240 2 1607
1 140735502426248 2 1608
1 140735502426256 2 1609
1 140735502426264 2 1610
1 140735502426272 2 1611
1 140735502426280 2 1612
1 140735502426288 2 1613
1 140735502426296 2 1614
1 140735502426304 2 1615
1 140735502426312 2 1616
1 140735502426192 2 1617
1 140735502426200 2 1618
1 140735502426208 2 1619
1 140735502426224 1 1620
1 140735502426232 1 1621
1 140735502426240 1 1622
1 140735502426248 1 1623
1 140735502426256 1 1624
1 140735502426264 1 1625
1 140735502426272 1 1626
1 140735502426280 1 1627
1 140735502426288 1 1628
1 140735502426296 1 1629
1 140735502426304 1 1630
1 140735502426312 1 1631
1 140735502426192 1 1632
1 140735502426200 1 1633
1 140735502426208 1 1634
0 140735502426064 0 1635
0 140735502426072 0 1636
0 140735502426080 0 1637
0 140735502426088 0 1638
0 140735502426096 0 1639
0 140735502426104 0 1640
0 140735502426112 0 1641
0 140735502426120 0 1642
0 140735502426128 0 1643
0 140735502426136 0 1644
0 140735502426144 0 1645
0 140735502426152 0 1646
0 140735502426160 0 1647
0 140735502426168 0 1648
0 140735502426176 0 1649
0 140735502426064 2 1650
0 140735502426072 2 1651
0 140735502426080 2 1652
0 140735502426088 2 1653
0 140735502426096 2 1654
0 140735502426104 2 1655
0 140735502426112 2 1656
0 140735502426120 2 1657
0 140735502426128 2 1658
0 140735502426136 2 1659
0 140735502426144 2 1660
0 140735502426152 2 1661
0 140735502426160 2 1662
0 140735502426168 2 1663
0 140735502426176 2 1664
1 140735502426224 2 1665
1 140735502426232 2 1666
1 140735502426240 2 1667
1 140735502426248 2 1668
1 140735502426256 2 1669
1 140735502426264 2 1670
1 140735502426272 2 1671
1 140735502426280 2 1672
1 140735502426288 2 1673
1 140735502426296 2 1674
1 140735502426304 2 1675
1 140735502426312 2 1676
1 140735502426192 2 1677
1 140735502426200 2 1678
1 140735502426208 2 1679
1 140735502426224 1 1680
1 140735502426232 1 1681
1 140735502426240 1 1682
1 140735502426248 1 1683
1 140735502426256 1 1684
1 140735502426264 1 1685
1 140735502426272 1 1686
1 140735502426280 1 1687
1 140735502426288 1 1688
1 140735502426296 1 1689
1 140735502426304 1 1690
1 140735502426312 1 1691
1 140735502426192 1 1692
1 140735502426200 1 1693
1 140735502426208 1 1694
0 140735502426064 0 1695
0 140735502426072 0 1696
0 140735502426080 0 1697
0 140735502426088 0 1698
0 140735502426096 0 1699
0 140735502426104 0 1700
0 140735502426112 0 1701
0 140735502426120 0 1702
0 140735502426128 0 1703
0 140735502426136 0 1704
0 140735502426144 0 1705
0 140735502426152 0 1706
0 140735502426160 0 1707
0 140735502426168 0 1708
0 140735502426176 0 1709
0 140735502426064 2 1710
0 140735502426072 2 1711
0 140735502426080 2 1712
0 140735502426088 2 1713
0 140735502426096 2 1714
0 140735502426104 2 1715
0 140735502426112 2 1716
0 140735502426120 2 1717
0 140735502426128 2 1718
0 140735502426136 2 1719
0 140735502426144 2 1720
0 140735502426152 2 1721
0 140735502426160 2 1722
0 140735502426168 2 1723
0 140735502426176 2 1724
1 140735502426224 2 1725
1 140735502426232 2 1726
1 140735502426240 2 1727
1 140735502426248 2 1728
1 140735502426256 2 1729
1 140735502426264 2 1730
1 140735502426272 2 1731
1 140735502426280 2 1732
1 140735502426288 2 1733
1 140735502426296 2 1734
1 140735502426304 2 1735
1 140735502426312 2 1736
1 140735502426192 2 1737
1 140735502426200 2 1738
1 140735502426208 2 1739
1 140735502426224 1 1740
1 140735502426232 1 1741
1 140735502426240 1 1742
1 140735502426248 1 1743
1 140735502426256 1 1744
1 140735502426264 1 1745
1 140735502426272 1 1746
1 140735502426280 1 1747
1 140735502426288 1 1748
1 140735502426296 1 1749
1 140735502426304 1 1750
1 140735502426312 1 1751
1 140735502426192 1 1752
1 140735502426200 1 1753
1 140735502426208 1 1754
0 140735502426064 0 1755
0 140735502426072 0 1756
0 140735502426080 0 1757
0 140735502426088 0 1758
0 140735502426096 0 1759
0 140735502426104 0 1760
0 140735502426112 0 1761
0 140735502426120 0 1762
0 140735502426128 0 1763
0 140735502426136 0 1764
0 140735502426144 0 1765
0 140735502426152 0 1766
0 140735502426160 0 1767
0 140735502426168 0 1768
0 140735502426176 0 1769
0 140735502426064 2 1770
0 140735502426072 2 1771
0 140735502426080 2 1772
0 140735502426088 2 1773
0 140735502426096 2 1774
0 140735502426104 2 1775
0 140735502426112 2 1776
0 140735502426120 2 1777
0 140735502426128 2 1778
0 140735502426136 2 1779
0 140735502426144 2 1780
0 140735502426152 2 1781
0 140735502426160 2 1782
0 140735502426168 2 1783
0 140735502426176 2 1784
1 140735502426224 2 1785
1 140735502426232 2 1786
1 140735502426240 2 1787
1 140735502426248 2 1788
1 140735502426256 2 1789
1 140735502426264 2 1790
1 140735502426272 2 1791
1 140735502426280 2 1792
1 140735502426288 2 1793
1 140735502426296 2 1794
1 140735502426304 2 1795
1 140735502426312 2 1796
1 140735502426192 2 1797
1 140735502426200 2 1798
1 140735502426208 2 1799
1 140735502426224 1 1800
1 140735502426232 1 1801
1 140735502426240 1 1802
1 140735502426248 1 1803
1 140735502426256 1 1804
1 140735502426264 1 1805
1 140735502426272 1 1806
1 140735502426280 1 1807
1 140735502426288 1 1808
1 140735502426296 1 1809
1 140735502426304 1 1810
1 140735502426192 1 1811
1 140735502426200 1 1812
1 140735502426208 1 1813
1 140735502426216 1 1814
0 140735502426064 0 1815
0 140735502426072 0 1816
0 140735502426080 0 1817
0 140735502426088 0 1818
0 140735502426096 0 1819
0 140735502426104 0 1820
0 140735502426112 0 1821
0 140735502426120 0 1822
0 140735502426128 0 1823
0 140735502426136 0 1824
0 140735502426144 0 1825
0 140735502426152 0 1826
0 140735502426160 0 1827
0 140735502426168 0 1828
0 140735502426176 0 1829
0 140735502426064 2 1830
0 140735502426072 2 1831
0 140735502426080 2 1832
0 140735502426088 2 1833
0 140735502426096 2 1834
0 140735502426104 2 1835
0 140735502426112 2 1836
0 140735502426120 2 1837
0 140735502426128 2 1838
0 140735502426136 2 1839
0 140735502426144 2 1840
0 140735502426152 2 1841
0 140735502426160 2 1842
0 140735502426168 2 1843
0 140735502426176 2 1844
1 140735502426224 2 1845
1 140735502426232 2 1846
1 140735502426240 2 1847
1 140735502426248 2 1848
1 140735502426256 2 1849
1 140735502426264 2 1850
1 140735502426272 2 1851
1 140735502426280 2 1852
1 140735502426288 2 1853
1 140735502426296 2 1854
1 140735502426304 2 1855
1 140735502426192 2 1856
1 140735502426200 2 1857
1 140735502426208 2 1858
1 140735502426216 2 1859
1 140735502426224 1 1860
1 140735502426232 1 1861
1 140735502426240 1 1862
1 140735502426248 1 1863
1 140735502426256 1 1864
1 140735502426264 1 1865
1 140735502426272 1 1866
1 140735502426280 1 1867
1 140735502426288 1 1868
1 140735502426296 1 1869
1 140735502426304 1 1870
1 140735502426192 1 1871
1 140735502426200 1 1872
1 140735502426208 1 1873
1 140735502426216 1 1874
0 140735502426064 0 1875
0 140735502426072 0 1876
0 140735502426080 0 1877
0 140735502426088 0 1878
0 140735502426096 0 1879
0 140735502426104 0 1880
0 140735502426112 0 1881
0 140735502426120 0 1882
0 140735502426128 0 1883
0 140735502426136 0 1884
0 140735502426144 0 1885
0 140735502426152 0 1886
0 140735502426160 0 1887
0 140735502426168 0 1888
0 140735502426176 0 1889
0 140735502426064 2 1890
0 140735502426072 2 1891
0 140735502426080 2 1892
0 140735502426088 2 1893
0 140735502426096 2 1894
0 140735502426104 2 1895
0 140735502426112 2 1896
0 140735502426120 2 1897
0 140735502426128 2 1898
0 140735502426136 2 1899
0 140735502426144 2 1900
0 140735502426152 2 1901
0 140735502426160 2 1902
0 140735502426168 2 1903
0 140735502426176 2 1904
1 140735502426224 2 1905
1 140735502426232 2 1906
1 140735502426240 2 1907
1 140735502426248 2 1908
1 140735502426256 2 1909
1 140735502426264 2 1910
1 140735502426272 2 1911
1 140735502426280 2 1912
1 140735502426288 2 1913
1 140735502426296 2 1914
1 140735502426304 2 1915
1 140735502426192 2 1916
1 140735502426200 2 1917
1 140735502426208 2 1918
1 140735502426216 2 1919
1 140735502426224 1 1920
1 140735502426232 1 1921
1 140735502426240 1 1922
1 140735502426248 1 1923
1 140735502426256 1 1924
1 140735502426264 1 1925
1 140735502426272 1 1926
1 140735502426280 1 1927
1 140735502426288 1 1928
1 140735502426296 1 1929
1 140735502426304 1 1930
1 140735502426192 1 1931
1 140735502426200 1 1932
1 140735502426208 1 1933
1 140735502426216 1 1934
0 140735502426064 0 1935
0 140735502426072 0 1936
0 140735502426080 0 1937
0 140735502426088 0 1938
0 140735502426096 0 1939
0 140735502426104 0 1940
0 140735502426112 0 1941
0 140735502426120 0 1942
0 140735502426128 0 1943
0 140735502426136 0 1944
0 140735502426144 0 1945
0 140735502426152 0 1946
0 140735502426160 0 1947
0 140735502426168 0 1948
0 140735502426176 0 1949
0 140735502426064 2 1950
0 140735502426072 2 1951
0 140735502426080 2 1952
0 140735502426088 2 1953
0 140735502426096 2 1954
0 140735502426104 2 1955
0 140735502426112 2 1956
0 140735502426120 2 1957
0 140735502426128 2 1958
0 140735502426136 2 1959
0 140735502426144 2 1960
0 140735502426152 2 1961
0 140735502426160 2 1962
0 140735502426168 2 1963
0 140735502426176 2 1964
1 140735502426224 2 1965
1 140735502426232 2 1966
1 140735502426240 2 1967
1 140735502426248 2 1968
1 140735502426256 2 1969
1 140735502426264 2 1970
1 140735502426272 2 1971
1 140735502426280 2 1972
1 140735502426288 2 1973
1 140735502426296 2 1974
1 140735502426304 2 1975
1 140735502426192 2 1976
1 140735502426200 2 1977
1 140735502426208 2 1978
1 140735502426216 2 1979
1 140735502426224 1 1980
1 140735502426232 1 1981
1 140735502426240 1 1982
1 140735502426248 1 1983
1 140735502426256 1 1984
1 140735502426264 1 1985
1 140735502426272 1 1986
1 140735502426280 1 1987
1 140735502426288 1 1988
1 140735502426296 1 1989
1 140735502426304 1 1990
1 140735502426192 1 1991
1 140735502426200 1 1992
1 140735502426208 1 1993
1 140735502426216 1 1994
0 140735502426064 0 1995
0 140735502426072 0 1996
0 140735502426080 0 1997
0 140735502426088 0 1998
0 140735502426096 0 1999
0 140735502426104 0 2000
0 140735502426112 0 2001
0 140735502426120 0 2002
0 140735502426128 0 2003
0 140735502426136 0 2004
0 140735502426144 0 2005
0 140735502426152 0 2006
0 140735502426160 0 2007
0 140735502426168 0 2008
0 140735502426176 0 2009
0 140735502426064 2 2010
0 140735502426072 2 2011
0 140735502426080 2 2012
0 140735502426088 2 2013
0 140735502426096 2 2014
0 140735502426104 2 2015
0 140735502426112 2 2016
0 140735502426120 2 2017
0 140735502426128 2 2018
0 140735502426136 2 2019
0 140735502426144 2 2020
0 140735502426152 2 2021
0 140735502426160 2 2022
0 140735502426168 2 2023
0 140735502426176 2 2024
1 140735502426224 2 2025
1 140735502426232 2 2026
1 140735502426240 2 2027
1 140735502426248 2 2028
1 140735502426256 2 2029
1 140735502426264 2 2030
1 140735502426272 2 2031
1 140735502426280 2 2032
1 140735502426288 2 2033
1 140735502426296 2 2034
1 140735502426304 2 2035
1 140735502426192 2 2036
1 140735502426200 2 2037
1 140735502426208 2 2038
1 140735502426216 2 2039
1 140735502426224 1 2040
1 140735502426232 1 2041
1 140735502426240 1 2042
1 140735502426248 1 2043
1 140735502426256 1 2044
1 140735502426264 1 2045
1 140735502426272 1 2046
1 140735502426280 1 2047
1 140735502426288 1 2048
1 140735502426296 1 2049
1 140735502426304 1 2050
1 140735502426192 1 2051
1 140735502426200 1 2052
1 140735502426208 1 2053
1 140735502426216 1 2054
0 140735502426064 0 2055
0 140735502426072 0 2056
0 140735502426080 0 2057
0 140735502426088 0 2058
0 140735502426096 0 2059
0 140735502426104 0 2060
0 140735502426112 0 2061
0 140735502426120 0 2062
0 140735502426128 0 2063
0 140735502426136 0 2064
0 140735502426144 0 2065
0 140735502426152 0 2066
0 140735502426160 0 2067
0 140735502426168 0 2068
0 140735502426176 0 2069
0 140735502426064 2 2070
0 140735502426072 2 2071
0 140735502426080 2 2072
0 140735502426088 2 2073
0 140735502426096 2 2074
0 140735502426104 2 2075
0 140735502426112 2 2076
0 140735502426120 2 2077
0 140735502426128 2 2078
0 140735502426136 2 2079
0 140735502426144 2 2080
0 140735502426152 2 2081
0 140735502426160 2 2082
0 140735502426168 2 2083
0 140735502426176 2 2084
1 140735502426224 2 2085
1 140735502426232 2 2086
1 140735502426240 2 2087
1 140735502426248 2 2088
1 140735502426256 2 2089
1 140735502426264 2 2090
1 140735502426272 2 2091
1 140735502426280 2 2092
1 140735502426288 2 2093
1 140735502426296 2 2094
1 140735502426304 2 2095
1 140735502426192 2 2096
1 140735502426200 2 2097
1 140735502426208 2 2098
1 140735502426216 2 2099
1 140735502426224 1 2100
1 140735502426232 1 2101
1 140735502426240 1 2102
1 140735502426248 1 2103
1 140735502426256 1 2104
1 140735502426264 1 2105
1 140735502426272 1 2106
1 140735502426280 1 2107
1 140735502426288 1 2108
1 140735502426296 1 2109
1 140735502426304 1 2110
1 140735502426192 1 2111
1 140735502426200 1 2112
1 140735502426208 1 2113
1 140735502426216 1 2114
0 140735502426064 0 2115
0 140735502426072 0 2116
0 140735502426080 0 2117
0 140735502426088 0 2118
0 140735502426096 0 2119
0 140735502426104 0 2120
0 140735502426112 0 2121
0 140735502426120 0 2122
0 140735502426128 0 2123
0 140735502426136 0 2124
0 140735502426144 0 2125
0 140735502426152 0 2126
0 140735502426160 0 2127
0 140735502426168 0 2128
0 140735502426176 0 2129
0 140735502426064 2 2130
0 140735502426072 2 2131
0 140735502426080 2 2132
0 140735502426088 2 2133
0 140735502426096 2 2134
0 140735502426104 2 2135
0 140735502426112 2 2136
0 140735502426120 2 2137
0 140735502426128 2 2138
0 140735502426136 2 2139
0 140735502426144 2 2140
0 140735502426152 2 2141
0 140735502426160 2 2142
0 140735502426168 2 2143
0 140735502426176 2 2144
1 140735502426224 2 2145
1 140735502426232 2 2146
1 140735502426240 2 2147
1 140735502426248 2 2148
1 140735502426256 2 2149
1 140735502426264 2 2150
1 140735502426272 2 2151
1 140735502426280 2 2152
1 140735502426288 2 2153
1 140735502426296 2 2154
1 140735502426304 2 2155
1 140735502426192 2 2156
1 140735502426200 2 2157
1 140735502426208 2 2158
1 140735502426216 2 2159
1 140735502426224 1 2160
1 140735502426232 1 2161
1 140735502426240 1 2162
1 140735502426248 1 2163
1 140735502426256 1 2164
1 140735502426264 1 2165
1 140735502426272 1 2166
1 140735502426280 1 2167
1 140735502426288 1 2168
1 140735502426296 1 2169
1 140735502426304 1 2170
1 140735502426192 1 2171
1 140735502426200 1 2172
1 140735502426208 1 2173
1 140735502426216 1 2174
0 140735502426064 0 2175
0 140735502426072 0 2176
0 140735502426080 0 2177
0 140735502426088 0 2178
0 140735502426096 0 2179
0 140735502426104 0 2180
0 140735502426112 0 2181
0 140735502426120 0 2182
0 140735502426128 0 2183
0 140735502426136 0 2184
0 140735502426144 0 2185
0 140735502426152 0 2186
0 140735502426160 0 2187
0 140735502426168 0 2188
0 140735502426176 0 2189
0 140735502426064 2 2190
0 140735502426072 2 2191
0 140735502426080 2 2192
0 140735502426088 2 2193
0 140735502426096 2 2194
0 140735502426104 2 2195
0 140735502426112 2 2196
0 140735502426120 2 2197
0 140735502426128 2 2198
0 140735502426136 2 2199
0 140735502426144 2 2200
0 140735502426152 2 2201
0 140735502426160 2 2202
0 140735502426168 2 2203
0 140735502426176 2 2204
1 140735502426224 2 2205
1 140735502426232 2 2206
1 140735502426240 2 2207
1 140735502426248 2 2208
1 140735502426256 2 2209
1 140735502426264 2 2210
1 140735502426272 2 2211
1 140735502426280 2 2212
1 140735502426288 2 2213
1 140735502426296 2 2214
1 140735502426304 2 2215
1 140735502426192 2 2216
1 140735502426200 2 2217
1 140735502426208 2 2218
1 140735502426216 2 2219
1 140735502426224 1 2220
1 140735502426232 1 2221
1 140735502426240 1 2222
1 140735502426248 1 2223
1 140735502426256 1 2224
1 140735502426264 1 2225
1 140735502426272 1 2226
1 140735502426280 1 2227
